DateTime,o3,so2,co,no,no2,nox,pm25,t,rh,ws,wd
20170930 11:00,0.025,0.2,0.204,2.2,3.8,6.1,1.22,16.6,49,10.5,317.2
20170930 12:00,0.026,0.2,0.212,2,4.3,6.4,1.31,16.6,48,9,322.3
20170930 13:00,0.027,0.2,0.204,2.8,3,5.9,1.44,16.9,47,10.9,323.8
20170930 14:00,0.028,0.2,0.2,1.9,3.3,5.2,1.45,17.2,45,11.2,327.5
20170930 15:00,0.028,0.2,0.212,4.2,2.5,6.7,1.57,17.3,45,9.7,330.9
20170930 16:00,0.028,0.2,0.208,1.7,3.1,4.9,1.59,16.8,45,10.4,336.3
20170930 17:00,0.026,0.2,0.246,2.5,4.6,7.1,2.07,15.9,48,7.2,341.7
20170930 18:00,0.026,0.2,0.245,2,4.7,6.8,2.1,14.9,50,6.9,344.8
20170930 19:00,0.024,0.3,0.252,2.3,5.3,7.7,2.56,14.3,52,5.9,344.2
20170930 20:00,0.023,0.3,0.251,2.4,4.9,7.4,2.93,13.4,56,5.3,344.2
20170930 21:00,0.02,0.3,0.233,2.2,6.9,9.2,3.08,12.6,61,6,327.5
20170930 22:00,0.02,0.3,0.229,2.6,4.2,6.9,3.17,11.9,64,5.1,341
20170930 23:00,0.02,0.3,0.238,1.4,4.7,6.2,3.41,11.6,66,4.4,348.3
20171001 00:00,0.019,0.3,0.207,0.9,4.2,5.1,3.92,11.2,68,4.3,345
20171001 01:00,0.02,0.3,0.194,0.298,3.1,3.3,3.5,10.9,70,4.8,353
20171001 02:00,0.02,0.2,0.185,0.221,2.8,3,3.59,10.9,70,5,354.2
20171001 03:00,0.019,0.2,0.186,0.2,3,3.2,3.91,10.5,72,4.7,353.7
20171001 04:00,0.018,0.2,0.19,0.251,2.8,3,3.81,10.3,72,4.9,354.4
20171001 05:00,0.015,0.2,0.211,0.9,4.4,5.4,4.49,9.8,74,4.1,345.6
20171001 06:00,0.015,0.2,0.209,1.7,3.8,5.6,4.43,9.4,76,4.7,351.4
20171001 07:00,0.017,0.4,0.215,2.331,3,5.3,3.95,11.2,70,4.9,21.8
20171001 08:00,0.021,0.3,0.209,2.4,2.7,5.2,3.73,13.1,64,5.4,10.2
20171001 09:00,0.024,0.3,0.216,2.5,2.7,5.3,3.47,14.9,57,4.6,1.9
20171001 10:00,0.03,0.3,0.212,1.45,2.3,3.7,3.16,16.5,51,3.4,21.1
20171001 11:00,0.035,0.3,0.23,1.193,2.3,3.5,2.79,17.6,45,3.3,356.6
20171001 12:00,0.039,0.3,0.196,0.726,2.1,2.8,2.82,18.3,43,3.5,262.9
20171001 13:00,0.041,0.3,0.195,0.883,2.9,3.8,3.33,19.1,41,3.1,230
20171001 14:00,0.042,0.3,0.191,0.518,2.2,2.7,2.82,19.9,38,3.4,256.6
20171001 15:00,0.043,0.4,0.227,1.083,4.9,5.9,3.44,20,40,3,228.7
20171001 16:00,0.045,0.5,0.198,0.363,3.5,3.8,3.96,19.7,41,2.5,183.7
20171001 17:00,0.044,0.4,0.201,0.108,3.8,3.8,4.4,19.2,43,1.7,200.3
20171001 18:00,0.033,0.6,0.317,0.1,12.9,13,6.75,18,50,2.5,230.1
20171001 19:00,0.021,0.5,0.362,1.4,18.5,20,9.19,16.9,55,3.7,290.8
20171001 20:00,0.025,0.5,0.299,0.7,10.2,11,6.95,15.8,59,4,311.3
20171001 21:00,0.023,0.5,0.311,1.6,11.5,13.1,6.77,15,61,1.9,311.7
20171001 22:00,0.02,0.5,0.29,1,13,14,8.81,14.4,62,1.8,344.2
20171001 23:00,0.022,0.5,0.268,0.6,9.1,9.7,7.12,13.7,66,1,23.3
20171002 00:00,0.025,0.4,0.244,0.3,5.8,6.2,6.3,13.3,66,1.8,355.4
20171002 01:00,0.024,0.4,0.23,0.2,5.5,5.8,5.93,12.9,67,1.2,328.5
20171002 02:00,0.025,0.3,0.218,0.4,5.4,5.8,5.17,12.6,67,1.4,51.7
20171002 03:00,0.01,0.4,0.25,1.9,14.3,16.3,6.16,11.4,73,1.5,264.5
20171002 04:00,0.008,0.5,0.275,1.6,13.9,15.6,6.69,10.5,75,1.8,265.8
20171002 05:00,0.004,0.6,0.357,8.6,22.1,30.7,9.05,10.8,73,1.3,187.6
20171002 06:00,0.008,0.7,0.44,16.9,16,33,8.81,11.8,68,2.7,41.2
20171002 07:00,0.015,1,0.446,23.766,16.1,38.7,8.91,13.9,60,3.6,345
20171002 08:00,0.024,0.8,0.328,9.5,14,23.6,7.43,16.7,50,3.8,344.9
20171002 09:00,,0.6,,5.3,7.2,12.6,6.23,18.8,40,5.2,333.3
20171002 10:00,0.041,0.4,,3.2,5.9,9.2,5.88,19.8,36,4.1,335.1
20171002 11:00,0.044,0.4,0.26,4.8,4.8,9.7,5.46,20.8,33,3.3,307.7
20171002 12:00,0.047,0.5,0.237,1.916,6.2,8,6.59,21,35,4.1,124.3
20171002 13:00,0.05,0.5,0.248,1.6,6.3,7.9,6.77,21.9,34,3.6,138.3
20171002 14:00,0.049,0.8,0.239,2.2,9.6,11.9,7.61,22.5,33,3.8,165.3
20171002 15:00,0.053,0.6,0.238,1.1,7,8.1,6.88,22.5,33,4.1,149.6
20171002 16:00,0.052,0.6,0.266,1.2,7.6,8.9,5.87,22.5,32,3.2,166
20171002 17:00,0.042,0.9,0.263,0.7,15,15.7,6.8,22.1,32,2.7,133.5
20171002 18:00,0.014,1.1,0.603,9.7,38.9,48.7,7.17,20.7,38,1.6,113.5
20171002 19:00,0.007,1.5,0.803,17.9,40.1,58,8.35,18.8,48,2.5,71.1
20171002 20:00,0.027,1.2,0.308,0.7,17.8,18.5,6.24,17.4,58,3,110.9
20171002 21:00,0.032,0.7,0.261,0.4,11.6,12.1,6.97,16.6,66,2.9,107.6
20171002 22:00,0.034,0.6,0.246,0.2,7.7,7.9,6.69,16.3,67,2.8,119.2
20171002 23:00,0.022,0.6,0.337,1.8,16.1,17.9,7.43,15.8,67,1.6,89
20171003 00:00,0.009,0.7,0.417,3.4,21.1,24.5,7.86,14.7,72,0.9,8.3
20171003 01:00,0.012,0.8,0.323,2,14.2,16.3,6.79,13.8,74,1.5,0.8
20171003 02:00,0.007,0.7,0.29,3,16.3,19.4,6.79,12.7,78,0.9,334.5
20171003 03:00,0.001,0.8,0.407,12.5,22.4,34.9,8.08,12.4,80,0.7,341.6
20171003 04:00,0.002,1,0.374,20.9,27.7,48.7,8.43,13.2,77,2,354.9
20171003 05:00,0.002,1,0.535,26.6,29.6,56.2,10.55,13.3,76,2.4,357.3
20171003 06:00,0.002,1.3,0.534,37.1,30.1,67.3,12.05,13.4,74,2.6,4
20171003 07:00,0.01,2.2,0.427,20.4,24,44.4,10.59,15.3,67,3.3,83.2
20171003 08:00,0.015,2.3,0.33,17.2,20.7,38,9.18,17,62,4.4,95.7
20171003 09:00,0.025,1.3,,6.6,11.3,17.9,6.91,18.3,59,4.9,102
20171003 10:00,0.029,,,4.2,6.9,11.2,6.97,19.3,53,4.9,116.5
20171003 11:00,0.035,,0.166,2.2,4.5,6.8,7.21,20.3,48,4.2,146.6
20171003 12:00,0.038,0.6,0.156,1.5,3.8,5.3,5.95,21,44,4.3,160.4
20171003 13:00,0.039,0.7,0.14,1.071,3.2,4.2,4.78,21.6,43,4.6,164
20171003 14:00,0.041,0.5,0.137,0.849,3.3,4.2,4.79,22.2,43,4.4,174.3
20171003 15:00,0.039,0.5,0.167,0.876,3.6,4.5,4.92,21.9,47,4.9,192.7
20171003 16:00,0.034,0.5,0.177,0.732,3.7,4.4,4.58,21.1,51,4.8,194.7
20171003 17:00,0.031,0.5,0.158,0.239,4,4.1,5.43,20,55,4.5,180.8
20171003 18:00,0.029,0.4,0.148,0.097,5.5,5.6,5.95,19,60,3.3,173.3
20171003 19:00,0.027,0.4,0.139,0.143,5.2,5.3,5.34,18.2,63,4.5,156.5
20171003 20:00,0.022,0.4,0.145,7.3,4.3,11.7,6.03,17.4,66,4.5,148.1
20171003 21:00,0.021,0.4,0.143,0.2,9.8,10,5.84,16.4,71,3.8,147.2
20171003 22:00,0.022,0.4,0.159,0.2,8.5,8.7,5.43,15.8,73,2.2,142.8
20171003 23:00,0.024,0.3,0.138,0.1,5.9,6,4.84,15.4,74,1.9,158.2
20171004 00:00,0.02,0.3,0.179,0.6,7.2,7.8,4.94,15,76,1.1,152.2
20171004 01:00,0.007,0.5,0.229,2.6,14.5,17.2,6.72,14.3,78,1.3,336.2
20171004 02:00,0.005,0.8,0.205,4.1,13.5,17.7,6.22,13.6,80,1.3,336.5
20171004 03:00,0.006,0.8,0.253,6,11.6,17.7,5.4,13.1,81,1.6,354.3
20171004 04:00,0.004,0.8,0.261,12.1,16.8,28.9,5.87,12.9,82,1.3,284.7
20171004 05:00,0.003,0.7,0.32,12.9,18,31,5.98,12.9,81,1.4,265.5
20171004 06:00,0.001,0.9,0.433,33.1,20.8,54.1,7.11,13.3,80,1.5,253.5
20171004 07:00,0.004,1.3,0.452,33.4,18.9,52.4,9.37,14.9,73,2.1,221
20171004 08:00,0.015,1.1,0.263,11.9,13,25,8.2,16.6,69,3.4,232.4
20171004 09:00,0.024,0.8,0.184,4.26,,,7.84,18.8,64,3.9,240.2
20171004 10:00,0.031,0.9,0.167,2.1,,,8.73,19.9,60,4.9,242.7
20171004 11:00,0.035,0.6,0.163,1.608,,,9.02,21.1,56,5.2,256
20171004 12:00,0.041,0.5,0.199,2.2,4.6,6.8,8.43,22.4,52,5.6,254.5
20171004 13:00,0.046,0.6,0.182,0.879,3.3,4.2,8.86,23.5,49,5.2,239.2
20171004 14:00,0.045,0.5,0.187,1.2,4.1,5.4,8.71,24.2,48,6.1,258.2
20171004 15:00,0.046,0.5,0.202,1.3,4.1,5.5,8.29,24.1,49,7.2,264.5
20171004 16:00,0.043,0.6,0.211,0.7,5.2,5.9,7.61,23.3,52,5.7,232.3
20171004 17:00,0.034,0.5,0.205,0.4,9.6,10.1,8.47,21.7,63,3.3,201.7
20171004 18:00,0.027,0.5,0.289,0.5,16.2,16.7,9.36,20.5,61,2.2,232.2
20171004 19:00,0.028,0.5,0.284,0.4,16.1,16.6,9.89,19.8,58,1.6,245.8
20171004 20:00,0.021,0.5,0.308,0.9,20.7,21.7,10.51,18.6,64,2.7,248.8
20171004 21:00,0.029,0.5,0.228,0.8,10.6,11.4,8.73,18,68,2.6,267.5
20171004 22:00,0.025,0.4,0.199,0.518,10.5,10.8,7.64,17,72,3.2,245.1
20171004 23:00,0.024,0.3,0.183,0.2,8.7,9,7.52,16.3,76,1.9,252.9
20171005 00:00,0.021,0.5,0.173,0.3,9,9.3,7.79,15.9,79,2.1,253.9
20171005 01:00,0.019,0.3,0.166,1.5,9,10.6,7.71,15.6,83,1.9,248.7
20171005 02:00,0.015,0.3,0.172,0.4,10.8,11.3,8.02,15.4,85,1.7,273.9
20171005 03:00,0.007,0.4,0.19,1.1,16.2,17.4,8.45,15.1,86,1.5,272
20171005 04:00,0.009,0.4,0.19,0.9,14.4,15.3,8.13,15.2,87,1.7,271.8
20171005 05:00,0.002,0.5,0.273,6.2,19.8,26.1,8.72,15.1,87,2.1,264.5
20171005 06:00,0.001,0.6,0.352,22.881,19,40.9,9.38,15.3,86,1.5,236.7
20171005 07:00,0.006,0.9,0.385,22.2,18,40.2,11.7,16.8,78,2.5,252.6
20171005 08:00,0.014,0.9,0.306,11.1,14.4,25.6,11.33,18.9,67,3.7,223.9
20171005 09:00,0.023,0.8,0.264,6.5,11.7,18.2,11.18,21.3,59,3.7,234.1
20171005 10:00,0.032,0.8,0.244,3.5,10.4,14,9.71,23.4,53,4.5,251
20171005 11:00,0.046,1.3,0.224,2.1,7.6,9.7,7.71,25.5,46,5.1,238.2
20171005 12:00,0.054,1.5,0.206,1.487,7,8.4,7.99,26.1,43,5.6,226.8
20171005 13:00,0.058,1.5,0.216,0.855,7.2,8.1,8.92,26.5,41,5.9,238.4
20171005 14:00,0.057,1.6,0.255,1.2,9.7,10.9,10.56,26.4,42,5.4,240.1
20171005 15:00,0.053,1,0.316,1.4,14.2,15.6,12.47,26,47,5.1,238.7
20171005 16:00,0.054,1.6,0.366,1.5,17.2,18.8,11.44,25.7,48,4,242.7
20171005 17:00,0.05,1.3,0.498,2.2,22,24.3,11.57,25,52,4.4,273.1
20171005 18:00,0.047,0.7,0.303,1,10.7,11.7,10.28,24.1,57,3.8,264.7
20171005 19:00,0.045,0.6,0.264,0.6,8.5,9.1,10.59,23.4,60,4.8,277.1
20171005 20:00,0.038,0.4,0.267,1.1,10.3,11.4,11.8,22.2,69,4.7,290.2
20171005 21:00,0.033,0.5,0.284,1.1,12.4,13.6,12.27,21.8,71,3,269.4
20171005 22:00,0.033,0.5,0.251,0.8,9.8,10.7,12.02,21.6,72,4.4,293.3
20171005 23:00,0.031,0.5,0.242,0.6,7.9,8.6,11.9,21.5,72,2.9,282.6
20171006 00:00,0.026,0.5,0.236,0.7,9.6,10.3,12.41,21,75,2.7,276.6
20171006 01:00,0.017,0.6,0.266,1,15.8,16.9,13.29,20.3,78,1.4,280.4
20171006 02:00,0.017,0.6,0.254,1,14.5,15.6,14.2,20.4,78,1.2,261.8
20171006 03:00,0.005,0.6,0.288,2.3,20.9,23.2,15.08,19.7,81,0.9,225.6
20171006 04:00,0.001,0.8,0.364,14.3,26.3,40.7,17.41,19.2,83,,312.2
20171006 05:00,0,1.2,0.608,41.8,29.3,71.2,19.72,19.5,82,1.4,2
20171006 06:00,0.001,1.4,0.458,41.3,28.2,69.6,20.02,19.2,83,1.1,231.8
20171006 07:00,0.006,1.2,0.462,21.8,26.6,48.5,20.51,20.2,79,1.6,219.5
20171006 08:00,0.008,2.3,0.507,25.5,27.6,53.2,21.21,21.7,73,1.2,267.8
20171006 09:00,0.018,2.3,0.393,14.8,22.7,37.5,18.89,23.4,65,2.5,162.8
20171006 10:00,0.027,1.5,0.268,8.2,18.6,26.8,16.02,24.6,60,2.9,160.2
20171006 11:00,0.038,2,0.233,4.2,14.2,18.4,13.96,25,57,3.5,176.6
20171006 12:00,0.047,2.1,0.225,2.426,10.5,12.3,14.33,25.1,58,4.2,168.3
20171006 13:00,0.051,1.6,0.24,1.3,9.6,10.9,12.3,25.6,56,3.2,207.9
20171006 14:00,0.057,1.6,0.23,0.8,7.8,8.7,12.89,25.8,55,3.6,187.6
20171006 15:00,0.056,1.3,0.257,0.7,7.4,8.1,11.62,26.1,54,3.3,221.5
20171006 16:00,0.052,0.7,0.235,0.9,7,7.9,11.18,26.3,54,3.1,262.3
20171006 17:00,0.046,0.7,0.239,0.3,10.3,10.6,11.8,25.7,55,2.6,211.1
20171006 18:00,0.034,0.7,0.341,0.5,19.2,19.8,13.51,24.9,57,2,217.1
20171006 19:00,0.029,0.8,0.342,0.7,22.8,23.6,14.72,24.4,59,1.4,192
20171006 20:00,0.027,0.8,0.36,0.9,21.8,22.7,15.29,23.9,62,1.6,202.9
20171006 21:00,0.013,1,0.532,3.4,29.3,32.7,17.74,23.5,65,2.1,296.4
20171006 22:00,0.005,1.4,0.556,5.6,34.1,39.8,18.12,22.6,70,1.8,165.1
20171006 23:00,0.022,1.3,0.296,0.9,16.7,17.6,14.36,22,72,2.2,201.1
20171007 00:00,0.022,1,0.29,0.7,14.2,15,12.47,21.3,73,2.1,175.6
20171007 01:00,0.02,0.8,0.225,0.8,13.2,14.1,10.85,20.6,77,,197.8
20171007 02:00,0.02,0.6,0.198,0.7,10.6,11.3,9.51,20.2,78,1.2,228.4
20171007 03:00,0.016,0.6,0.182,0.7,11.9,12.7,8.75,20,79,1.4,168.1
20171007 04:00,0.008,0.7,0.213,1.6,17.2,18.8,9.98,19.6,83,1.5,138.9
20171007 05:00,0.001,0.9,0.234,8.6,22.8,31.5,10.24,19.2,85,2.3,129.6
20171007 06:00,0.002,1,0.232,10.2,19.1,29.4,9.02,19.1,84,1.9,121.6
20171007 07:00,0.008,1.2,0.2,8.7,12.6,21.3,10.62,20.1,81,2.3,138
20171007 08:00,0.015,1.6,0.164,5,7,12,10.62,21.8,76,2.5,188.9
20171007 09:00,0.02,1.1,0.14,3,5.1,8.1,8.18,23.4,70,3.4,179.3
20171007 10:00,0.028,0.9,0.133,1.3,3.4,4.8,7.94,24.9,62,4.5,195.9
20171007 11:00,0.033,0.8,0.128,0.7,2.6,3.3,8.99,25.6,61,4.5,185
20171007 12:00,0.038,0.6,0.119,0.404,2,2.5,7.81,26.9,53,5.4,193.5
20171007 13:00,0.039,0.5,0.108,0.383,1.9,2.3,6.71,27.5,49,6.8,188
20171007 14:00,0.035,0.4,0.112,0.4,1.9,2.3,6.6,27.2,52,7.1,183.5
20171007 15:00,0.035,0.4,0.114,0.345,1.7,2.1,7.71,26.8,57,8.1,169.1
20171007 16:00,0.033,0.4,0.115,0.256,2.6,2.9,7.79,26.2,61,7,163.9
20171007 17:00,0.028,0.4,0.142,0.131,3.7,3.9,7.97,25.3,67,5.6,164.2
20171007 18:00,0.026,0.3,0.145,0.094,2.8,2.9,7.75,24.3,71,5.7,161.4
20171007 19:00,0.025,0.3,0.121,0.114,2.5,2.6,5.68,24.2,68,6.6,171.9
20171007 20:00,0.026,0.3,0.113,0.113,2,2.1,5.57,23.6,71,6,171.2
20171007 21:00,0.024,0.2,0.115,0.101,2.4,2.4,6.47,23,77,5.2,179.3
20171007 22:00,0.023,0.2,0.119,0.17,2.5,2.6,6.22,22.7,80,3.8,191.6
20171007 23:00,0.022,0.2,0.116,0.102,2.2,2.3,6.03,22.5,82,3.9,191.4
20171008 00:00,0.017,0.2,0.115,0.2,5.6,5.9,6.16,22.9,83,4.6,188
20171008 01:00,0.016,0.2,0.107,0.2,6.1,6.4,6.39,23.3,82,4.7,187.6
20171008 02:00,0.014,0.2,0.105,0.2,7.5,7.8,6.54,23.2,83,4.8,197.1
20171008 03:00,0.018,0.2,0.102,0.1,4.2,4.4,6.24,23.4,82,5.1,191.9
20171008 04:00,0.017,0.1,0.102,0.1,4,4.1,7.12,23.3,82,5.4,180.4
20171008 05:00,0.016,0.1,0.104,0.2,4.3,4.5,7.03,23.1,84,3.7,194.9
20171008 06:00,0.017,0.1,0.107,0.2,2.8,3.1,6.27,23.3,85,4.6,212.5
20171008 07:00,0.016,0.1,0.116,0.3,2.4,2.7,6.15,23.9,83,4.6,230.8
20171008 08:00,0.015,0.1,0.116,0.42,2.1,2.6,5.99,24.4,81,5.2,227.7
20171008 09:00,0.014,0.2,0.13,0.6,2.7,3.3,6.55,24.5,82,5.2,233.5
20171008 10:00,0.014,0.1,0.136,1,2.6,3.6,6.61,24.7,83,5.1,238.8
20171008 11:00,0.017,0.2,0.145,1,2.2,3.3,6.04,25.5,78,5.5,248
20171008 12:00,0.019,0.2,0.145,0.9,2.8,3.8,6.49,25.8,75,5,247.7
20171008 13:00,0.02,0.1,0.151,1,3.4,4.4,7.94,25.6,77,4.3,241.1
20171008 14:00,0.024,0.2,0.141,0.6,2.5,3.1,6.79,26.5,71,5.7,243
20171008 15:00,0.021,0.2,0.154,0.8,3.5,4.3,6.61,26.9,70,3.9,249
20171008 16:00,0.019,0.2,0.161,0.6,3.6,4.3,8.18,27,70,3.4,241.7
20171008 17:00,0.018,0.2,0.16,0.4,4.3,4.7,9.89,26.4,72,4.1,227.9
20171008 18:00,0.014,0.2,0.171,0.5,5.8,6.4,11.47,25.9,76,2.7,232.4
20171008 19:00,0.012,0.2,0.179,0.5,7.2,7.8,13.66,25.5,79,2.2,192.2
20171008 20:00,0.01,0.3,0.146,0.4,7.6,8.1,12.86,25.1,82,3.7,159.1
20171008 21:00,0.009,0.2,0.133,0.4,7,7.5,11.02,24.9,83,2.8,160.7
20171008 22:00,0.012,0.2,0.109,0.2,3.5,3.8,7.36,24.5,83,3.1,179.2
20171008 23:00,0.013,0.2,0.101,0.101,2.9,3.1,4.99,24.1,83,2.9,186.1
20171009 00:00,0.011,0.1,0.108,0.2,3.3,3.5,7.05,23.9,86,3.8,166.3
20171009 01:00,0.011,0.1,0.11,0.2,3.6,3.9,6.38,23.7,85,4.2,161
20171009 02:00,0.011,0.2,0.1,0.2,3.8,4,5.22,23.4,84,5,156.3
20171009 03:00,0.011,0.2,0.095,0.2,4.8,5.1,4.59,23.1,84,5.4,152.4
20171009 04:00,0.01,0.2,0.099,0.5,5.7,6.2,5.9,23.1,84,5,170.7
20171009 05:00,0.011,0.1,0.1,0.5,4.7,5.3,6.28,23.2,84,5.3,166.1
20171009 06:00,0.009,0.2,0.107,1.1,6.8,7.9,6.91,23.2,84,5.8,158.3
20171009 07:00,0.01,0.2,0.108,1.2,5.7,6.9,7.13,23.3,86,8.7,153.8
20171009 08:00,0.011,0.2,0.1,1,4.9,5.9,7.12,23.2,88,9,158.7
20171009 09:00,0.013,0.2,0.1,0.9,4.5,5.4,6.04,22.7,89,9.3,160
20171009 10:00,,0.2,0.099,0.9,3.6,4.6,5.35,22.9,89,9,169.2
20171009 11:00,,0.2,0.093,1.4,2.5,4,5.18,23.2,89,6.8,196.5
20171009 12:00,0.012,0.1,0.117,1.3,4.2,5.5,6.53,24.1,86,5.4,221.8
20171009 13:00,0.013,0.2,0.119,1.6,4,5.6,9.61,25,83,6,228.8
20171009 14:00,0.016,0.3,0.12,1.2,2.8,4,12.12,26.3,78,7.1,225.3
20171009 15:00,0.018,0.4,0.145,1.3,4.3,5.6,12.88,27.2,73,6,231.6
20171009 16:00,0.018,0.3,0.165,0.8,5.6,6.4,13.79,27.2,74,5.3,234.1
20171009 17:00,0.016,0.3,0.188,0.6,7.1,7.7,13.1,27,75,4,234.2
20171009 18:00,0.016,0.3,0.158,0.5,6.1,6.7,12.7,26.7,76,3.8,229
20171009 19:00,0.017,0.3,0.152,0.4,5.6,6,12.86,26.4,77,4,239.1
20171009 20:00,0.014,0.2,0.169,1.254,6.5,7.8,12.91,26,79,4,275.8
20171009 21:00,0.011,0.3,0.187,1.1,7.7,8.8,13.73,25.6,81,3.1,273.6
20171009 22:00,0.008,0.3,0.175,1,8.9,10,13.61,25.2,83,2.3,269.2
20171009 23:00,0.007,0.3,0.185,0.9,8.1,9.1,12.18,24.8,83,3.1,271.6
20171010 00:00,0.009,0.4,0.165,0.9,7.3,8.3,8.44,24.1,79,2.8,287.2
20171010 01:00,0.011,0.4,0.149,0.7,6.3,7.1,5.96,23.5,76,2.3,280.7
20171010 02:00,0.005,0.4,0.166,1.4,9.7,11.1,6.35,22.4,80,1.7,261.5
20171010 03:00,0.003,0.5,0.2,7,12.1,19.2,6.29,21.9,82,2,332.9
20171010 04:00,0.002,0.5,0.263,15.9,13.5,29.4,5.93,21.7,82,1.9,338.3
20171010 05:00,0.003,0.6,0.34,21.4,15.9,37.4,5.61,21.5,80,2.8,346.5
20171010 06:00,0.003,0.7,0.428,22.1,16.3,38.5,6.22,21.5,79,2.5,346.5
20171010 07:00,0.01,0.7,0.341,15.2,11.6,26.9,5.03,22.6,73,3.4,353.7
20171010 08:00,0.02,0.5,0.216,6.3,6.5,12.8,3.21,23.6,66,4.3,0.8
20171010 09:00,0.023,0.4,,7.212,4.9,9.6,3.57,24.4,63,3.4,358.6
20171010 10:00,0.027,0.3,,4.2,4.2,8.5,3.73,25.4,59,4.1,304.1
20171010 11:00,0.03,,0.23,6,3.2,9.2,3.96,26.3,56,4.7,315.5
20171010 12:00,0.033,0.2,0.143,3.8,2.4,6.2,4.53,27,56,6.4,296.3
20171010 13:00,0.033,0.2,0.125,2.3,4.8,7.1,5.1,27.3,55,6.1,299
20171010 14:00,0.034,0.2,0.175,5,3.9,8.9,5.43,27.9,54,6,305.3
20171010 15:00,0.032,0.3,0.207,3.7,8.1,11.8,5.73,28,53,6.1,317.4
20171010 16:00,0.029,0.3,0.317,6.6,10.2,16.8,7.08,27.5,55,4.3,334.3
20171010 17:00,0.024,0.3,0.329,3.9,12.9,16.8,10.55,26.6,58,3.4,345.3
20171010 18:00,0.017,0.5,0.415,6.1,16.3,22.4,12.92,25.7,62,2.7,346.2
20171010 19:00,0.016,0.5,0.384,4.8,13.9,18.7,14.79,24.6,67,3.3,350.3
20171010 20:00,0.015,0.5,0.374,5.5,14.2,19.7,11.29,23.9,69,3.2,352.3
20171010 21:00,0.013,0.5,0.292,2.5,13.6,16.1,9.47,23.1,72,3,20
20171010 22:00,0.004,0.6,0.331,2.4,20.6,23,11,22.3,77,0.9,185.8
20171010 23:00,0.002,0.8,0.372,6.5,20.7,27.3,10.84,21.9,79,1.3,117.8
20171011 00:00,0.001,0.9,0.296,7.5,16,23.6,10.42,21.5,80,2,343.2
20171011 01:00,0.007,0.8,0.221,3.2,14.8,18,7.78,21.3,79,3.7,359.8
20171011 02:00,0.02,0.6,0.176,0.4,6.5,6.9,5.95,21.3,70,5,45.3
20171011 03:00,0.022,0.6,0.176,0.7,7.7,8.4,8.39,21.1,63,4,61.5
20171011 04:00,0.017,0.9,0.174,2.2,13,15.3,11.21,20.8,63,3.4,73.7
20171011 05:00,0.01,0.9,0.227,4.5,18.6,23.2,13.4,20.5,66,3.9,77.1
20171011 06:00,0.007,1.3,0.255,6.1,23.7,29.9,13.72,20.6,69,6.1,85.7
20171011 07:00,0.009,2,0.273,8.5,22.6,31.1,12.88,20.9,66,6.8,85.8
20171011 08:00,0.015,1.8,0.258,8.7,15.6,24.4,13.19,21,67,7.5,88.6
20171011 09:00,0.019,1.1,0.266,5.8,11.7,17.6,11.15,21.7,70,5.8,97.6
20171011 10:00,0.024,0.8,0.221,3.4,8.7,12.1,7.98,22.4,71,4.9,119
20171011 11:00,0.03,0.9,0.203,2.7,14.4,17.1,6.4,23.2,68,5.5,129
20171011 12:00,0.042,0.9,0.2,1.1,5.6,6.8,5.57,24,63,5.8,142.1
20171011 13:00,0.039,0.7,0.213,1.8,6.4,8.2,5.65,23.7,64,4.7,194.8
20171011 14:00,0.039,0.6,0.197,1,8.2,9.3,6.25,23.8,60,5.3,145.4
20171011 15:00,0.038,0.7,0.207,0.9,7.8,8.7,6.6,23.6,62,5.6,145.8
20171011 16:00,0.036,0.6,0.198,0.7,7.3,8.1,6.34,23.1,60,6.8,127.8
20171011 17:00,0.033,0.5,0.195,0.6,7.2,7.9,5.97,22.1,61,5.1,113.6
20171011 18:00,0.031,0.4,0.186,0.9,7.4,8.4,7.09,21,66,6.7,86.8
20171011 19:00,0.029,0.3,0.181,0.7,5.8,6.5,8.27,20.8,65,7,106.8
20171011 20:00,0.029,0.3,0.169,0.4,4.7,5.1,9.19,20.3,71,7.3,112.1
20171011 21:00,0.028,0.2,0.167,0.33,4.8,5.2,8.2,20,74,7.1,106.4
20171011 22:00,0.028,0.4,0.167,0.4,5,5.4,7,19.9,75,6.4,96.7
20171011 23:00,0.031,0.3,0.158,0.2,2.7,2.9,6.16,19.8,73,6.2,107.4
20171012 00:00,0.029,0.3,0.145,0.1,2.5,2.6,7.15,19.4,76,6.7,83.4
20171012 01:00,0.027,0.2,0.143,0.145,4.2,4.3,8.11,18.7,82,6.8,80.9
20171012 02:00,0.024,0.2,0.143,0.1,5.1,5.3,9.71,18,86,5.8,67.2
20171012 03:00,0.024,0.2,0.138,0.2,2.4,2.6,8.08,17.3,85,6.9,58.5
20171012 04:00,0.02,0.2,0.133,0.7,6.8,7.6,7.27,16.3,82,8.8,79
20171012 05:00,0.02,0.2,0.148,1.5,5.7,7.2,5.44,15.8,84,11.7,89.9
20171012 06:00,0.021,0.3,0.153,2.3,6.5,8.9,6.55,15.4,82,10.9,84.5
20171012 07:00,0.024,0.3,0.16,2,5.4,7.5,6.96,15.3,80,12,88.7
20171012 08:00,0.025,0.3,0.15,2,5.5,7.6,8.36,15.6,75,11.7,87.6
20171012 09:00,0.022,0.4,0.167,3.4,6.2,9.6,10.5,16.1,76,10.4,88.9
