ORIS,Unit ID,Facility,State,ERTAC Region,Fuel/Unit Type Bin, Maximum hourly heat input (mmbtu) , ERTAC heat rate (btu/kw-hr) , OS heat rate (btu/kw-hr) , Non-OS heat rate (btu/kw-hr) , Generation capacity (MW) , num of hours in FY where unit operated at max hourly , BY Utilization fraction , FY Utilization fraction , Base year generation (MW-hrs) , Base year heat input (mmbtu) , Future year generation (MW-hrs) , Future year heat input (mmbtu) , BY Annual SO2 (tons) , BY Average Annual SO2 Rate (lbs/mmbtu) , BY Annual NOx (tons) , BY Average Annual NOx Rate (lbs/mmbtu) , BY OS NOx (tons) , BY Average OS NOx Rate (lbs/mmbtu) , BY OS heat input (mmbtu) , BY NonOS NOx (tons) , BY Average NonOS NOx Rate (lbs/mmbtu) , FY Annual SO2 (tons) , FY Average Annual SO2 Rate (lbs/mmbtu) , FY Annual NOx (tons) , FY Average Annual NOx Rate (lbs/mmbtu) , FY OS NOx (tons) , FY Average OS NOx Rate (lbs/mmbtu) , FY OS heat input (mmbtu) , FY NonOS NOx (tons) , FY Average NonOS NOx Rate (lbs/mmbtu) ,Hierarchy Order,Longitude,Latitude,Generation Deficit Unit?, Retirement Date, New Unit?, Gasified?
3,1,Barry,AL,SRSE,boiler gas,1370,15585.40191,16176.87468,14400.65856,87.90277006,0,0.015396837,0.01278486,11856,184780.525,9844.703917,153433.6672,1.0841145,0.011734077,6.900456,0.074688131,4.591064,0.071776464,127926.725,2.309392,0.081239671,0.900201271,0.011734077,5.756763427,0.075039117,3.60798659,0.071776464,100533.9739,2.148776836,0.081239671,16,-88.0103,31.0069,N,1/1/2050,,
3,2,Barry,AL,SRSE,boiler gas,1380,15762.47184,16298.11238,14676.02982,87.54972027,0,0.01562452,0.01295489,11983,188881.7,9935.565979,156609.0789,1.1221355,0.011881887,6.9893445,0.074007641,4.6463365,0.071040203,130808.65,2.343008,0.080691749,0.930405683,0.011881887,5.820531167,0.074331976,3.66552205,0.071040203,103195.7093,2.155009117,0.080691749,15,-88.0103,31.0069,N,1/1/2050,,
3,4,Barry,AL,SRSE,coal,3530,10302.51255,10607.94082,9973.432059,342.6348653,0,0.395905916,0.239960372,1188304.25,12242519.45,720236.5967,7420246.577,5155.829213,0.84228238,2478.186513,0.404849104,1188.8815,0.363701682,6537673.925,1289.305013,0.452003479,3124.971475,0.84228238,1511.346734,0.40735755,679.125056,0.363701682,3734516.998,832.2216776,0.451591285,19,-88.0103,31.0069,N,1/1/2050,,
3,5,Barry,AL,SRSE,coal,7411.7,9502.318073,9462.890601,9561.714408,779.9886241,0,0.511729195,0.308886103,3496492.25,33224781.5,2110526.186,20054891.12,244.5974125,0.014723794,1370.506025,0.082499024,739.5075,0.074373484,19886321.38,630.998525,0.094613399,147.6420387,0.014723794,829.0932115,0.082682395,437.7250666,0.074373484,11770998.06,391.3681449,0.094488942,11,-88.0103,31.0069,N,1/1/2050,,
3,6A,Barry,AL,SRSE,combined cycle gas,3000,6899.466183,6980.573594,6839.997612,434.8162482,0,0.576389688,0.625813073,2195462.75,15147521,2383715.944,16446367.55,4.5444535,0.000600026,61.0545875,0.008061331,25.717,0.007933352,6483261.825,35.3375875,0.008157094,4.934124373,0.000600026,66.29865262,0.008062407,27.62537806,0.007934895,6963010.556,38.67327456,0.008156031,38,-88.0103,31.0069,N,1/1/2050,,
3,6B,Barry,AL,SRSE,combined cycle gas,3000,7015.712764,7028.771077,7007.60051,427.6115771,0,0.542515484,0.59053824,2032196.5,14257306.93,2212083.858,15519344.96,4.277376,0.000600026,57.771975,0.008104192,21.7604875,0.007951415,5473362.025,36.0114875,0.008199388,4.65600369,0.000600026,62.88387822,0.008103935,23.76785978,0.00795342,5976764.618,39.11601844,0.008198206,43,-88.0103,31.0069,N,1/1/2050,,
3,7A,Barry,AL,SRSE,combined cycle gas,3000,7015.41775,7043.093784,6997.205714,427.6295592,0,0.571670923,0.620391848,2141499.25,15023511.85,2324009.537,16303897.76,4.5072655,0.000600028,61.1413875,0.008139427,24.3936,0.008150153,5986046.9,36.7477875,0.008132322,4.891399335,0.000600028,66.35194711,0.008139397,26.42008453,0.008150021,6483439.868,39.93186259,0.008132383,39,-88.0103,31.0069,N,1/1/2050,,
3,7B,Barry,AL,SRSE,combined cycle gas,3000,7038.716987,7152.414884,6960.189728,426.2140395,0,0.581633584,0.631633427,2171607.5,15285330.6,2358288.661,16599326.46,4.5858175,0.000600029,61.8353875,0.008090815,25.589375,0.008065762,6345184.4,36.2460125,0.008108595,4.980035026,0.000600029,67.15328387,0.008091085,27.39211256,0.008066068,6791937.13,39.76117131,0.008108411,37,-88.0103,31.0069,N,1/1/2050,,
7,1,Gadsden,AL,SRSE,boiler gas,805,11910.15632,11921.88125,11902.90743,67.58937314,0,0.29916963,0.249818346,177133.225,2109684.4,147913.1729,1761669.011,7.864837,0.007455937,114.877192,0.108904623,41.2839945,0.102341053,806792.45,73.5931975,0.112968996,6.567446591,0.007455937,96.83726831,0.109938096,25.57220576,0.102432915,499296.6543,71.26506254,0.112906564,1,-85.9708,34.0128,N,1/1/2050,,
7,2,Gadsden,AL,SRSE,boiler gas,805,12108.20161,11993.98028,12392.17643,66.48386159,0,0.088641907,0.070352031,51624.925,625085,40972.92605,496108.4492,2.419738,0.007742109,35.760433,0.114417825,23.6286805,0.10701975,441576.075,12.1317525,0.132219754,1.920462764,0.007742109,28.86009879,0.116345927,16.72212944,0.10701975,312505.4861,12.13796935,0.132219754,7,-85.9708,34.0128,N,1/1/2050,,
8,8,Gorgas,AL,SRSE,coal,1730.7,10318.82301,9964.435188,10658.24255,167.722617,0,0.492061044,0.297857703,722960.75,7460104.025,437627.4674,4515800.382,178.8569005,0.047950243,763.9216825,0.204801885,323.1663685,0.183396404,3524238.875,440.755314,0.223968707,108.2668629,0.047950243,462.055354,0.204639406,197.4721784,0.183653614,2150485.081,264.5831756,0.22371916,13,-87.2003,33.6446,N,1/1/2050,,
8,9,Gorgas,AL,SRSE,coal,1796.6,10311.70686,9973.168635,10601.98516,174.2291577,0,0.471450756,0.285511642,719550.5,7419793.825,435761.4078,4493443.896,168.5403145,0.045429919,777.5162555,0.209578938,305.752848,0.184593088,3312722.6,471.7634075,0.229732275,102.0683951,0.045429919,470.5120796,0.209421589,186.9047859,0.184891814,2021774.594,283.6072937,0.229486439,16,-87.2003,33.6446,N,1/1/2050,,
8,10,Gorgas,AL,SRSE,coal,7615.5,10068.96824,9832.783695,10258.85251,756.3336994,0,0.674145358,0.408220118,4466538.75,44973436.83,2704655.539,27233090.73,1141.718414,0.050773012,3771.7118,0.167730646,1543.103444,0.157676948,19572974.53,2228.608357,0.175477779,691.353015,0.050773012,2284.384493,0.16776535,931.4843786,0.157830152,11803630.26,1352.900115,0.175365836,1,-87.2003,33.6446,N,1/1/2050,,
9,CTG-1,Copper Station,TX,AZNM,simple cycle gas,883.1,16808.60342,16511.22592,19063.85059,52.53857076,149,0.072411011,0.069394235,33326.29,560168.392,31937.85565,536830.7497,0.16807,0.00060007,65.53685,0.233989818,56.0798355,0.230708318,486153.564,9.4570145,0.255543781,0.161067896,0.00060007,62.73193903,0.233712167,54.43575043,0.230708318,471901.0647,8.2961886,0.255543781,14,-106.375,31.7569,N,1/1/2050,,
10,1,Greene County,AL,SRSE,boiler gas,2440,10000,,,244,11,,0.148150318,,,316662.4158,3166624.158,0,0,0,0,0,0,0,0,0,0.949830251,0.000599901,113.6445428,0.071776464,94.00543726,0.071776464,2619394.485,19.63910551,0.071776464,2,-87.7811,32.6017,N,1/1/2050,Y,Y
10,1,Greene County,AL,SRSE,coal,2492.3,8879.269135,8623.687537,9084.545446,280.6875163,0,0.240703412,0,591847,5255168.8,0,0,2207.346339,0.84006677,603.4295625,0.229651829,176.510817,0.155284129,2273391.6,426.9187455,0.286351875,0,0,0,0,0,0,0,0,0,,-87.7811,32.6017,N,1/1/2017,,Y
10,2,Greene County,AL,SRSE,boiler gas,2510,10000,,,251,11,,0.145683879,,,320323.8864,3203238.864,0,0,0,0,0,0,0,0,0,0.960812847,0.000599901,114.9585799,0.071776464,96.67477961,0.071776464,2693773.806,18.28380025,0.071776464,3,-87.7811,32.6017,N,1/1/2050,Y,Y
10,2,Greene County,AL,SRSE,coal,2510,9170.011224,9690.98305,8938.620222,273.7183127,0,0.277191444,0,664642,6094774.6,0,0,3575.834351,1.173409875,793.4663255,0.260375938,130.4377455,0.131691737,1980955.65,663.02858,0.322342129,0,0,0,0,0,0,0,0,0,,-87.7811,32.6017,N,1/1/2017,,Y
10,CT10,Greene County,AL,SRSE,simple cycle gas,1426.2,13090.59512,12922.79016,13418.88722,108.9484464,0,0.005149895,0.005329021,4915,64340.275,5085.955987,66578.19061,0.0193035,0.000600044,2.599675,0.080810192,1.6941,0.08061121,42031.375,0.905575,0.081185088,0.019974924,0.000600044,2.689985872,0.080806818,1.768802914,0.08061121,43884.78755,0.921182957,0.081185088,96,-87.7811,32.6017,N,1/1/2050,,
10,CT2,Greene County,AL,SRSE,simple cycle gas,1426.2,13447.69942,13392.58821,13567.79568,106.0553152,0,0.015609316,0.016185106,14501.75,195015.175,15036.68433,202208.8111,0.058513,0.000600087,8.0228,0.082278725,5.4360625,0.081668131,133125.675,2.5867375,0.083592128,0.060671402,0.000600087,8.31854088,0.08227674,5.645105818,0.081668131,138245.0114,2.673435062,0.083592128,70,-87.7811,32.6017,N,1/1/2050,,
10,CT3,Greene County,AL,SRSE,simple cycle gas,1426.2,13695.8447,13695.05503,13697.14584,104.1337742,0,0.027126922,0.028209663,24745.5,338910.525,25733.18923,352437.7633,0.1129805,0.000666728,11.4664625,0.067666606,7.0993375,0.067325163,210897,4.367125,0.068229119,0.117489992,0.000666728,11.92429179,0.067667504,7.370921728,0.067325163,218964.8372,4.553370064,0.068229119,56,-87.7811,32.6017,N,1/1/2050,,
10,CT4,Greene County,AL,SRSE,simple cycle gas,1426.2,13313.91414,13202.48346,13464.94228,107.1210153,0,0.026528429,0.027588998,24893.75,331433.25,25888.96675,344683.4803,0.0994345,0.000600027,14.3989,0.086888687,8.2848875,0.087614085,189122.275,6.1140125,0.08592468,0.10340975,0.000600027,14.97562084,0.086894915,8.671766635,0.087614085,197953.712,6.303854201,0.08592468,57,-87.7811,32.6017,N,1/1/2050,,
10,CT5,Greene County,AL,SRSE,simple cycle gas,1426.2,12967.79913,12849.3811,13243.67044,109.980112,0,0.020973852,0.021723669,20206.75,262037.075,20929.14314,271404.9241,0.0786195,0.000600064,8.8223125,0.067336368,6.118525,0.067360693,181664.55,2.7037875,0.067281388,0.081430154,0.000600064,9.137757896,0.067336714,6.377122529,0.067360693,189342.5449,2.760635367,0.067281388,64,-87.7811,32.6017,N,1/1/2050,,
10,CT6,Greene County,AL,SRSE,simple cycle gas,1426.2,13309.87252,13212.41609,13517.87719,107.1535432,0,0.030940483,0.032112794,29042.75,386555.3,30143.15691,401201.5757,0.115974,0.000600038,13.632425,0.070532858,9.31085,0.071265963,261298.65,4.321575,0.069003522,0.120368163,0.000600038,14.15053213,0.070540761,9.713566795,0.071265963,272600.449,4.436965338,0.069003522,49,-87.7811,32.6017,N,1/1/2050,,
10,CT7,Greene County,AL,SRSE,simple cycle gas,1426.2,13341.87459,13180.76657,13691.60751,106.8965227,0,0.014070973,0.014620508,13176.25,175795.875,13690.84205,182661.4976,0.052747,0.000600094,7.0852875,0.08060812,4.7316,0.079589303,118900.4,2.3536875,0.082737248,0.054807009,0.000600094,7.359945299,0.080585623,4.968338408,0.079589303,124849.4006,2.391606891,0.082737248,72,-87.7811,32.6017,N,1/1/2050,,
10,CT8,Greene County,AL,SRSE,simple cycle gas,1426.2,12890.84745,12852.71559,13189.33682,110.6366362,0,0.014799155,0.01532749,14343,184893.425,14855.04981,191494.181,0.0554725,0.000600048,6.7049625,0.072527863,5.9261125,0.072506615,163464.05,0.77885,0.072689941,0.057452886,0.000600048,6.944299349,0.072527523,6.15053623,0.072506615,169654.4846,0.793763119,0.072689941,71,-87.7811,32.6017,N,1/1/2050,,
10,CT9,Greene County,AL,SRSE,simple cycle gas,1426.2,11000,13184.1817,13700.3287,129.6545455,0,0.020858094,0.017990282,19688,260590.85,20432.89092,224761.8001,0.078186,0.000600067,9.3891375,0.072060377,8.311475,0.071190837,233498.45,1.0776625,0.079554598,0.067436083,0.000600067,8.095345115,0.072034884,7.193103091,0.071190837,202079.4651,0.902242023,0.079554598,65,-87.7811,32.6017,N,1/1/2050,,
26,1,E C Gaston,AL,SRSE,boiler gas,2440,11174.51137,11817.35024,10248.02663,218.3540666,39,0.057221247,0.050004942,109451.75,1223069.825,95648.53356,1068825.626,576.293794,0.942372679,124.617383,0.203778035,36.4594175,0.095492913,763604.675,88.1579655,0.383741685,8.016192194,0.015,69.31334184,0.1297,38.4376248,0.1297,592715.8797,30.87571704,0.1297,11,-86.4567,33.2442,N,1/1/2050,,
26,2,E C Gaston,AL,SRSE,boiler gas,2440,11223.24727,11617.04657,10657.53107,217.4058845,30,0.065287396,0.056313249,124338.25,1395478.925,107247.2062,1203661.915,520.0343685,0.74531311,125.9215675,0.180470755,40.8830455,0.096012137,851622.45,85.038522,0.312724132,87.80713668,0.1459,86.60347477,0.1439,48.90242925,0.1439,679672.4009,37.70104552,0.1439,9,-86.4567,33.2442,N,1/1/2050,,
26,3,E C Gaston,AL,SRSE,boiler gas,2460,12567.15728,12710.14034,12275.93131,195.748326,81,0.086474873,0.072160332,148283.25,1863498.925,123737.3138,1555026.285,554.6334875,0.595260325,161.4334965,0.173258481,68.0789035,0.107713182,1264077.475,93.354593,0.311482323,20.68184959,0.0266,99.13292565,0.1275,64.77919547,0.1275,1016144.243,34.35373017,0.1275,8,-86.4567,33.2442,N,1/1/2050,,
26,4,E C Gaston,AL,SRSE,boiler gas,2430,12028.69155,12279.83637,10654.8542,202.016985,20,0.042254941,0.034879019,74777.25,899472.475,61724.31064,742462.6936,155.428263,0.345598709,65.520541,0.145686595,42.7702215,0.110185058,776334.325,22.7503195,0.369508873,18.63581361,0.0502,44.51063848,0.1199,37.4241808,0.1199,624256.5605,7.086457678,0.1199,13,-86.4567,33.2442,N,1/1/2050,,
26,5,E C Gaston,AL,SRSE,coal,9612.7,10666.95961,10648.93428,10691.71482,901.1658761,0,0.536906714,0.322797548,4238456,45211438.95,2548232.627,27181894.51,1698.42495,0.075132532,1860.879725,0.082318978,883.002,0.06761724,26117658.75,977.877725,0.102428929,1021.122284,0.075132532,1122.2841,0.082575856,523.4899412,0.067753442,15452792.47,598.794159,0.102104007,7,-86.4567,33.2442,N,1/1/2050,,
47,1,Colbert,AL,SRCE,coal,2019.7,11467.38882,,11467.38882,176.1255357,0,0.16943074,0,261407.86,2997665.572,0,0,2169.086094,1.447183511,654.914657,0.436949781,0,-999.9,,654.914657,0.436949781,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-87.8486,34.7439,N,1/1/2017,,
47,2,Colbert,AL,SRCE,coal,1870,11521.77668,,11521.77668,162.3013579,0,0.17506719,0,248903.51,2867810.656,0,0,2075.831576,1.447676869,621.841349,0.433669739,0,-999.9,,621.841349,0.433669739,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-87.8486,34.7439,N,1/1/2017,,
47,3,Colbert,AL,SRCE,coal,1870,11328.17453,,11328.17453,165.0751403,0,0.114074715,0,164958.68,1868680.717,0,0,1374.567185,1.471163235,390.4440595,0.417882045,0,-999.9,,390.4440595,0.417882045,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-87.8486,34.7439,N,1/1/2017,,
47,4,Colbert,AL,SRCE,coal,1868.7,11163.23793,,11163.23793,167.3976682,0,0.093435274,0,137013.82,1529517.873,0,0,1083.089923,1.416250103,310.2080245,0.405628506,0,-999.9,,310.2080245,0.405628506,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-87.8486,34.7439,N,1/1/2017,,
47,5,Colbert,AL,SRCE,coal,5110,10000,,,511,0,,0,,,0,0,0,-999.9,0,-999.9,0,-999.9,,0,-999.9,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-87.8486,34.7439,N,1/1/2017,,
47,CCT1,Colbert,AL,SRCE,simple cycle gas,847.2,13202.43446,14044.34783,12971.36038,64.1699834,0,0.00094996,0.000955133,534,7050.1,536.9082364,7088.495801,0.58825,0.166877066,1.68325,0.477510957,0.4827,0.597733886,1615.1,1.20055,0.441784729,0.591453689,0.166877066,1.692442273,0.477518029,0.48542492,0.597733886,1624.217502,1.207017353,0.441784729,79,-87.8486,34.7439,N,1/1/2050,,
47,CCT2,Colbert,AL,SRCE,simple cycle gas,847.2,13214.13721,13990.99099,12981.08108,64.11315293,0,0.000856434,0.000870358,481,6356,488.8199903,6459.334425,0.76815,0.241708622,1.66435,0.52370988,0.49405,0.636252415,1553,1.1703,0.487320425,0.780638411,0.241708622,1.691023041,0.523590491,0.500434879,0.636252415,1573.070271,1.190588162,0.487320425,84,-87.8486,34.7439,N,1/1/2050,,
47,CCT3,Colbert,AL,SRCE,simple cycle gas,847.2,13179.85348,13535.34483,13083.95349,64.27992552,0,0.000969646,0.000973079,546,7196.2,547.9334039,7221.68198,0.7158,0.198938329,1.78945,0.497331925,0.46055,0.586650532,1570.1,1.3289,0.472405396,0.718334671,0.198938329,1.798515492,0.498087702,0.476194233,0.586650532,1623.434081,1.322321259,0.472405396,78,-87.8486,34.7439,N,1/1/2050,,
47,CCT4,Colbert,AL,SRCE,simple cycle gas,847.2,13745.21576,15146.60194,13409.53488,61.63599137,1,0.000987163,0.000988719,533,7326.2,533.8404807,7337.752589,0.75965,0.207378996,1.8407,0.502497884,0.47985,0.615152875,1560.1,1.36085,0.472017481,0.760847882,0.207378996,1.839916458,0.501493185,0.464764845,0.615152875,1511.054778,1.375151613,0.472017481,76,-87.8486,34.7439,N,1/1/2050,,
47,CCT5,Colbert,AL,SRCE,simple cycle gas,847.2,12707.26577,13176,12560.05025,66.67051867,0,0.000895496,0.000960601,523,6645.9,561.0231111,7129.069778,0.7622,0.229374502,1.71505,0.516122722,0.4645,0.564055859,1647,1.25055,0.500330073,0.817613413,0.229374502,1.836558763,0.515230968,0.470134539,0.564055859,1666.978657,1.366424223,0.500330073,82,-87.8486,34.7439,N,1/1/2050,,
47,CCT6,Colbert,AL,SRCE,simple cycle gas,945.7,16010.78431,26419.69697,12375.92593,59.06643806,2,0.000985656,0.001045632,510,8165.5,541.0329499,8662.361867,1.091,0.267221848,2.20235,0.539428082,0.93445,0.535900671,3487.4,1.2679,0.542057673,1.157386173,0.267221848,2.340905554,0.540477433,0.595722912,0.535900671,2223.25869,1.745182642,0.542057673,77,-87.8486,34.7439,N,1/1/2050,,
47,CCT7,Colbert,AL,SRCE,simple cycle gas,847.2,13050.501,13969.07216,12828.85572,64.917048,1,0.000877481,0.000927866,499,6512.2,527.6524925,6886.129382,0.60995,0.187325328,1.5961,0.490187648,0.2874,0.424206642,1355,1.3087,0.507523462,0.644973222,0.187325328,1.696084171,0.49260886,0.261457828,0.424206642,1232.690873,1.434626343,0.507523462,83,-87.8486,34.7439,N,1/1/2050,,
47,CCT8,Colbert,AL,SRCE,simple cycle gas,847.2,13277.29958,14088.88889,13210.59361,63.80815579,0,0.002120011,0.002197031,1185,15733.6,1228.051044,16305.20161,0.6019,0.076511415,3.3184,0.421823359,0.29015,0.457649842,1268,3.02825,0.418682944,0.623767024,0.076511415,3.43732657,0.421623314,0.281537092,0.457649842,1230.360273,3.155789477,0.418682944,71,-87.8486,34.7439,N,1/1/2050,,
50,7,Widows Creek,AL,SRCE,coal,5390,11000,,,490,0,,0,,,0,0,0,-999.9,0,-999.9,0,-999.9,,0,-999.9,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-85.7547,34.8825,N,1/1/2017,,
50,8,Widows Creek,AL,SRCE,coal,5180,11000,,,470.9090909,0,,0,,,0,0,0,-999.9,0,-999.9,0,-999.9,,0,-999.9,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-85.7547,34.8825,N,1/1/2017,,
51,1,Dolet Hills Power Station,LA,SPPR,coal,7600,9333.209536,9478.344173,9194.291616,814.2965151,5,0.517500703,0.544163452,3691455.41,34453126.84,3881647.125,36228225.96,16091.32415,0.934099493,3403.628441,0.197580235,1662.995699,0.194370992,17111562.59,1740.632742,0.200746913,16920.38375,0.934099493,3580.932471,0.197687432,1681.681063,0.194370992,17303827.54,1899.251408,0.200719871,24,-93.5692,32.0306,N,1/1/2050,,
54,SCT1,Smith Generating Facility,KY,SRCE,simple cycle gas,1800,13080.24685,13431.30715,12570.96184,137.6120818,2,0.010495438,0.011049066,12652.06,165492.068,13319.44878,174221.678,0.17683,0.002137021,5.0200135,0.060667723,2.448676,0.048684834,100592.969,2.5713375,0.079241085,0.186157679,0.002137021,5.326032722,0.061140873,2.512172673,0.048684834,103201.4476,2.813860049,0.079241085,49,-84.1025,37.8824,N,1/1/2050,,
54,SCT10,Smith Generating Facility,KY,SRCE,simple cycle gas,803.5,9972.420578,10095.01982,9834.967707,80.57221351,108,0.044232677,0.044036554,31219.98,311338.771,31081.55431,309958.3318,0.093414,0.000600079,1.9297645,0.012396558,1.004477,0.012059707,166583.979,0.9252875,0.012784205,0.092999813,0.000600079,1.920299343,0.012390693,1.015150948,0.012059707,168354.1625,0.905148396,0.012784205,21,-84.1025,37.8824,N,1/1/2050,,
54,SCT2,Smith Generating Facility,KY,SRCE,simple cycle gas,1800,13389.98833,14066.73461,12495.58004,134.4287953,8,0.013210504,0.013861893,15556.64,208303.228,16323.71294,218574.3257,0.062491,0.0006,7.259969,0.069705775,3.75078,0.060217898,124573.595,3.509189,0.083821913,0.065572331,0.0006,7.687353909,0.070340868,3.7586545,0.060217898,124835.1285,3.928699409,0.083821913,46,-84.1025,37.8824,N,1/1/2050,,
54,SCT3,Smith Generating Facility,KY,SRCE,simple cycle gas,1800,12978.62837,13126.78416,12795.75383,138.6895401,2,0.010057375,0.010588208,12218.91,158584.692,12863.82993,166954.8681,0.05206,0.000656558,5.676811,0.07159343,2.8556865,0.064456134,88608.681,2.8211245,0.080631189,0.054807752,0.000656558,5.984636107,0.071691663,2.97373355,0.064456134,92271.54574,3.010902557,0.080631189,50,-84.1025,37.8824,N,1/1/2050,,
54,SCT4,Smith Generating Facility,KY,SRCE,simple cycle gas,1300,13106.26734,13574.61563,12474.75371,99.18918685,0,0.032880596,0.034522928,28569.86,374444.223,29996.87772,393147.0987,0.122996,0.000656952,5.8961375,0.031492741,3.124496,0.028062719,222679.488,2.7716415,0.036525501,0.129139449,0.000656952,6.217019158,0.031626936,3.193085457,0.028062719,227567.7852,3.023933701,0.036525501,30,-84.1025,37.8824,N,1/1/2050,,
54,SCT5,Smith Generating Facility,KY,SRCE,simple cycle gas,1300,13118.69165,13293.28085,12929.45118,99.09524781,0,0.035250159,0.036804823,30599.76,401428.816,31949.32316,419133.3189,0.1332815,0.000664036,6.756662,0.033663064,3.1690865,0.029956976,211575.858,3.5875755,0.037793201,0.13915971,0.000664036,7.05443687,0.033662019,3.309692355,0.029956976,220963.044,3.744744516,0.037793201,27,-84.1025,37.8824,N,1/1/2050,,
54,SCT6,Smith Generating Facility,KY,SRCE,simple cycle gas,1300,13261.81346,13494.79733,13044.78768,98.02580953,0,0.036083359,0.03786687,30985,410917.29,32516.51166,431227.9119,0.132006,0.000642494,6.666773,0.032448248,2.7691175,0.027464015,201654.241,3.8976555,0.037251254,0.138530729,0.000642494,7.007284319,0.032499215,2.87515106,0.027464015,209375.8769,4.132133258,0.037251254,24,-84.1025,37.8824,N,1/1/2050,,
54,SCT7,Smith Generating Facility,KY,SRCE,simple cycle gas,1300,13107.72234,13331.59041,12911.58589,99.1781765,0,0.035780986,0.037300624,31086.55,407473.866,32406.81262,424779.5019,0.1250985,0.00061402,6.2931165,0.030888442,2.5758475,0.026618974,193534.698,3.717269,0.03475071,0.130411501,0.00061402,6.562860266,0.03090008,2.677154117,0.026618974,201146.3076,3.885706149,0.03475071,25,-84.1025,37.8824,N,1/1/2050,,
54,SCT9,Smith Generating Facility,KY,SRCE,simple cycle gas,793.9,9799.809216,10040.94656,9619.343381,81.0117812,119,0.051273111,0.051333241,36386.64,356582.13,36429.31202,357000.3077,0.1069845,0.000600055,2.3620115,0.013248064,1.0025965,0.012821784,156389.55,1.359415,0.013581073,0.107109965,0.000600055,2.364906563,0.013248765,1.001660772,0.012821784,156243.5909,1.363245791,0.013581073,20,-84.1025,37.8824,N,1/1/2050,,
56,1,Charles R Lowman,AL,SRSE,coal,768.4,10742.88607,10796.70011,10543.61083,71.52640316,0,0.038379448,0.022820251,24047.46,258339.123,14298.51397,153607.3065,23.453378,0.18157047,43.10515,0.333709811,35.618472,0.348470041,204427.743,7.486678,0.277740173,13.94527542,0.18157047,25.55450986,0.332725187,20.80601056,0.348470041,119413.4824,4.748499307,0.277740173,35,-87.9106,31.4858,N,1/1/2050,,
56,2,Charles R Lowman,AL,SRSE,coal,2459,10556.05662,10603.93129,10507.55604,232.9468369,0,0.332897399,0.20053375,679315.19,7170889.608,409212.0356,4319665.418,497.2298145,0.138680092,1278.559604,0.356597207,592.0476695,0.326638234,3625097.171,686.511934,0.387226239,299.5257983,0.138680092,772.4007842,0.357620653,340.8971956,0.326638234,2087307.363,431.5035885,0.386589945,22,-87.9106,31.4858,N,1/1/2050,,
56,3,Charles R Lowman,AL,SRSE,coal,3003.8,11534.11406,11896.00275,11080.05323,260.4274575,0,0.435560411,0.262788664,993663.36,11461026.54,599511.4802,6914833.795,720.3803345,0.125709566,2058.600862,0.359234987,1096.479665,0.333379965,6577957.771,962.1211975,0.394064161,434.6303769,0.125709566,1248.213107,0.36102476,632.9961967,0.333822327,3792413.786,615.2169104,0.394064161,18,-87.9106,31.4858,N,1/1/2050,,
59,1,Platte,NE,MROW,coal,1500,11241.9698,11336.41192,11162.60307,133.428574,0,0.476319292,0.453074279,556738.33,6258835.494,529568.7612,5953396.022,487.3596375,0.155734925,641.9615025,0.205137682,297.5776345,0.206508019,2881995.919,344.383868,0.203968154,463.5758409,0.155734925,610.5958001,0.205125208,280.036553,0.206508019,2712113.107,330.5592472,0.203968154,37,-98.3481,40.8538,N,1/1/2050,,
60,1,Gerald Whelan Energy Center,NE,MROW,coal,924,11856.24852,12214.78771,11563.53126,77.93358906,6,0.55275962,0.525716063,377368.02,4474169.029,358905.4308,4255271.983,1579.345605,0.70598388,385.9157965,0.172508367,178.3570705,0.172176158,2071797.537,207.558726,0.172794863,1502.076712,0.70598388,367.0539871,0.172517286,165.3683035,0.172179954,1920877.539,201.6856836,0.172794863,27,-98.3106,40.5806,N,1/1/2050,,
60,2,Gerald Whelan Energy Center,NE,MROW,coal,2211,9319.656118,9124.083567,9518.024675,237.2405132,18,0.48790521,0.465229818,1013977.73,9449923.755,966853.1212,9010738.606,439.649789,0.093048325,312.9338295,0.066229916,155.4865215,0.066751886,4658640.555,157.447308,0.065722397,419.2170677,0.093048325,298.4266233,0.066237994,149.3617793,0.066751886,4475132.865,149.064844,0.065730953,34,-98.3106,40.5806,N,1/1/2050,,
87,1,Escalante,NM,AZNM,coal,4400,9884.793082,9601.529881,10083.45651,445.1281846,0,0.359637311,0.294218114,1402342,13861860.5,1147251.429,11340342.99,898.5303,0.12964065,2436.673298,0.351565116,959.029424,0.34556563,5550490.8,1477.643874,0.355571687,735.0847162,0.12964065,1992.562604,0.351411347,813.0583275,0.345607477,4705096.867,1179.504276,0.35552691,15,-108.082,35.4159,N,1/1/2050,,
