ORIS,Unit ID,Facility,State,ERTAC Region,Fuel/Unit Type Bin, Maximum hourly heat input (mmbtu) , ERTAC heat rate (btu/kw-hr) , OS heat rate (btu/kw-hr) , Non-OS heat rate (btu/kw-hr) , Generation capacity (MW) , num of hours in FY where unit operated at max hourly , BY Utilization fraction , FY Utilization fraction , Base year generation (MW-hrs) , Base year heat input (mmbtu) , Future year generation (MW-hrs) , Future year heat input (mmbtu) , BY Annual SO2 (tons) , BY Average Annual SO2 Rate (lbs/mmbtu) , BY Annual NOx (tons) , BY Average Annual NOx Rate (lbs/mmbtu) , BY OS NOx (tons) , BY Average OS NOx Rate (lbs/mmbtu) , BY OS heat input (mmbtu) , BY NonOS NOx (tons) , BY Average NonOS NOx Rate (lbs/mmbtu) , FY Annual SO2 (tons) , FY Average Annual SO2 Rate (lbs/mmbtu) , FY Annual NOx (tons) , FY Average Annual NOx Rate (lbs/mmbtu) , FY OS NOx (tons) , FY Average OS NOx Rate (lbs/mmbtu) , FY OS heat input (mmbtu) , FY NonOS NOx (tons) , FY Average NonOS NOx Rate (lbs/mmbtu) ,Hierarchy Order,Longitude,Latitude,Generation Deficit Unit?, Retirement Date, New Unit?, Gasified?
7916,3,Talbot Energy Facility,GA,SRSE,simple cycle gas,1389,11916.04344,11974.44536,11653.20671,116.5655368,32,0.151168219,0.157363698,154360,1839360.465,160686.2916,1914744.83,0.551851,0.000600047,26.930924,0.029282921,21.2723375,0.028131751,1512336.525,5.6585865,0.034606558,0.574468066,0.000600047,28.06049333,0.029309904,22.2748781,0.028189276,1580379.58,5.78561523,0.034606558,6,-84.6917,32.5892,N,1/1/2050,,
7916,4,Talbot Energy Facility,GA,SRSE,simple cycle gas,1236,11834.58611,11887.41892,11590.7866,104.4396474,188,0.164372235,0.17114595,150382.73,1779717.367,156579.9429,1853058.816,0.5339665,0.000600058,25.9456745,0.029157073,20.4836375,0.027882852,1469264.175,5.462037,0.035187507,0.555971048,0.000600058,27.04691461,0.029191642,21.41306276,0.027939072,1532839.951,5.633851852,0.035187507,5,-84.6917,32.5892,N,1/1/2050,,
7916,5,Talbot Energy Facility,GA,SRSE,simple cycle gas,1368,11930.47924,11982.91998,11601.81003,114.6642957,10,0.083179065,0.086441909,83549.98,996791.302,86827.37369,1035892.179,0.3117585,0.000625524,15.895642,0.031893621,13.615575,0.031539023,863411.325,2.280067,0.034189045,0.323987771,0.000625524,16.52445246,0.031903808,14.08687566,0.031539023,893298.1518,2.437576793,0.034189045,25,-84.6917,32.5892,N,1/1/2050,,
7916,6,Talbot Energy Facility,GA,SRSE,simple cycle gas,1340,12167.86298,12177.0109,11925.56991,110.1261579,2,0.06797817,0.07060411,65578.89,797954.948,68112.14847,828779.29,0.239404,0.000600044,12.624327,0.031641704,12.048475,0.031314999,769501.85,0.575852,0.040477279,0.248651979,0.000600044,13.11437545,0.03164745,12.5057595,0.031314999,798707.3111,0.608615946,0.040477279,32,-84.6917,32.5892,N,1/1/2050,,
7917,8A,Chattahoochee Energy Facility,GA,SRSE,combined cycle gas,1808,6923.919649,6896.879794,6956.538931,261.1237697,1201,0.638729563,0.690407273,1461058.25,10116249.93,1579268.127,10934725.62,3.016875,0.000596441,41.5299625,0.008210545,21.8894625,0.00794598,5509568.975,19.6405,0.008526963,3.260961383,0.000596441,44.87325488,0.008207477,23.73444939,0.00794627,5973733.561,21.13880549,0.008522007,25,-85.0387,33.407,N,1/1/2050,,
7917,8B,Chattahoochee Energy Facility,GA,SRSE,combined cycle gas,1800,6895.927559,6829.198154,6962.411416,261.0236237,1694,0.717777039,0.776178867,1641245.25,11317908.35,1774784.939,12238788.37,3.390175,0.000599082,51.0151625,0.009014945,25.3317875,0.00905699,5593864.5,25.683375,0.008973857,3.666016112,0.000599082,55.16895195,0.009015427,27.69865872,0.00905645,6116891.297,27.47029323,0.008974438,9,-85.0387,33.407,N,1/1/2050,,
7925,CT01,Lakefield Junction Generating,MN,MROW,simple cycle gas,1095,12478.02629,12689.6742,12262.51928,87.75426291,22,0.059497311,0.041428342,45737.21,570710.109,31847.09936,397388.9431,0.1714275,0.000600752,7.8458345,0.02749499,3.7426405,0.025563009,292816.897,4.103194,0.029530725,0.119366018,0.000600752,5.350754912,0.026929561,3.329851786,0.025563009,260521.1127,2.020903125,0.029530725,22,-94.8186,43.7989,N,1/1/2050,,
7925,CT02,Lakefield Junction Generating,MN,MROW,simple cycle gas,1095,12689.04959,13061.80228,12290.39014,86.29487905,5,0.046514662,0.032480471,35162.44,446177.945,24553.38942,311559.176,0.13411,0.00060115,6.23515,0.027949163,3.0277415,0.025512386,237354.63,3.2074085,0.030718874,0.093646944,0.00060115,4.234857569,0.027184932,2.69759117,0.025512386,211473.0581,1.537266399,0.030718874,27,-94.8186,43.7989,N,1/1/2050,,
7925,CT03,Lakefield Junction Generating,MN,MROW,simple cycle gas,1095,12693.84082,12897.07235,12543.02791,86.26230746,3,0.033225475,0.022424329,25107.09,318705.404,16945.11967,215098.6518,0.095862,0.000601571,4.7405845,0.029749006,1.9448625,0.028200099,137933.028,2.795722,0.030930854,0.06469858,0.000601571,3.1525485,0.029312583,1.797326216,0.028200099,127469.4984,1.355222284,0.030930854,36,-94.8186,43.7989,N,1/1/2050,,
7925,CT04,Lakefield Junction Generating,MN,MROW,simple cycle gas,1095,13005.10342,12965.36774,13072.01991,84.19771565,8,0.018552969,0.014819702,13684.15,177963.786,10930.59729,142153.5482,0.0536325,0.000602735,2.7454825,0.030854395,1.567832,0.02816848,111318.184,1.1776505,0.035340682,0.042840458,0.000602735,2.122275447,0.029858916,1.530238224,0.02816848,108648.9753,0.592037223,0.035340682,53,-94.8186,43.7989,N,1/1/2050,,
7925,CT05,Lakefield Junction Generating,MN,MROW,simple cycle gas,1095,12672.39303,12576.3009,13057.42421,86.40830484,7,0.042886423,0.036417829,32462.31,411375.151,27565.99304,349327.0981,0.1239785,0.000602752,6.1015845,0.029664332,4.547645,0.027838428,326717.08,1.5539395,0.036710959,0.105278721,0.000602752,5.110622683,0.029259812,4.08340626,0.027838428,293364.7129,1.027216423,0.036710959,29,-94.8186,43.7989,N,1/1/2050,,
7925,CT06,Lakefield Junction Generating,MN,MROW,simple cycle gas,1095,12495.29275,12466.76882,12673.75383,87.63300082,3,0.046565046,0.039927147,35746.36,446661.233,30650.67693,382989.1813,0.1344795,0.000602154,6.919197,0.030981856,5.7076955,0.029709849,384229.181,1.2115015,0.038810241,0.115309299,0.000602154,5.878227977,0.030696575,5.072406087,0.029709849,341462.9313,0.80582189,0.038810241,26,-94.8186,43.7989,N,1/1/2050,,
7928,1,Osawatomie Generating Station,KS,SPPR,simple cycle gas,819,10839.10524,11709.22888,9076.465348,75.55974241,4,0.002719491,0.002680472,1800.04,19510.823,1774.213439,19230.88618,0.0058545,0.000600128,0.2769945,0.028393933,0.1888735,0.026769412,14111.143,0.088121,0.032639342,0.005770501,0.000600128,0.317309622,0.033,0.212441994,0.033,12875.27234,0.104867628,0.033,99,-94.903,38.5319,N,1/1/2050,,
7929,1,West Gardner Generating Station,KS,SPPR,simple cycle gas,890,11954.42835,11729.01894,12466.19316,74.44939847,5,0.006763688,0.00634226,4411.12,52732.418,4136.274073,49446.79206,0.0158215,0.000600067,0.6540605,0.024806771,0.4468005,0.024878993,35917.892,0.20726,0.024652494,0.014835702,0.000600067,0.613340981,0.02480812,0.422626341,0.024878993,33974.55304,0.190714639,0.024652494,91,-94.9856,38.7878,N,1/1/2050,,
7929,2,West Gardner Generating Station,KS,SPPR,simple cycle gas,873.2,12296.37754,11804.03532,13537.57839,71.01278384,7,0.005496502,0.005120951,3419.22,42044.02,3185.600186,39171.34257,0.0126135,0.000600014,0.635224,0.030217092,0.4480185,0.031007087,28897.813,0.1872055,0.028480534,0.011751677,0.000600014,0.665912824,0.034,0.472086211,0.034,27769.77714,0.193826612,0.034,96,-94.9856,38.7878,N,1/1/2050,,
7929,3,West Gardner Generating Station,KS,SPPR,simple cycle gas,873,12257.08911,12107.10905,12868.59925,71.22408856,11,0.00499677,0.00480707,3117.6,38212.701,2999.241881,36761.97498,0.011465,0.000600062,0.483946,0.025329065,0.385535,0.025438624,30310.995,0.098411,0.024908798,0.011029737,0.000600062,0.51466765,0.028,0.410788782,0.028,29342.05584,0.103878868,0.028,97,-94.9856,38.7878,N,1/1/2050,,
7929,4,West Gardner Generating Station,KS,SPPR,simple cycle gas,853.3,12449.41243,12276.09519,13067.75185,68.5413874,13,0.004703904,0.004423932,2824.33,35161.249,2656.228805,33068.48789,0.010552,0.000600206,0.531516,0.030233056,0.426233,0.031478303,27081.066,0.105283,0.026059558,0.009923956,0.000600206,0.611767026,0.037,0.471403292,0.037,25481.25904,0.140363734,0.037,98,-94.9856,38.7878,N,1/1/2050,,
7946,CT9A,Wansley (7946),GA,SRSE,combined cycle gas,2150,10385.85562,10438.18185,10350.36634,207.0123135,269,0.543645445,0.590228035,985861.8,10239018.32,1070335.967,11116354.82,3.0718445,0.000600027,56.220834,0.010981684,23.766759,0.011429654,4158788.765,32.454075,0.01067528,3.335057361,0.000600027,61.03274105,0.010980711,25.57193133,0.011429591,4474688.695,35.46080971,0.010678287,42,-85.0399,33.4082,N,1/1/2050,,
7946,CT9B,Wansley (7946),GA,SRSE,combined cycle gas,2150,10644.73223,10760.41987,10562.19489,201.9778378,510,0.498728431,0.539716241,882413.11,9393051.275,954933.9013,10165015.68,2.818054,0.00060003,59.334196,0.012633636,25.236865,0.012766508,3953604.983,34.097331,0.01253706,3.049654714,0.00060003,64.20801637,0.012633137,26.99532176,0.012766508,4229084.66,37.2126946,0.012538116,50,-85.0399,33.4082,N,1/1/2050,,
7947,1,Solway Plant,MN,MROW,simple cycle gas,502.2000122,10096.85941,9995.075023,10230.5769,49.73823955,45,0.091572805,0.060077709,39898.91,402853.685,26176.27708,264298.1897,0.1208915,0.000600176,27.0477915,0.134280969,15.071061,0.13311681,226433.627,11.9767305,0.135775157,0.079312678,0.000600176,17.70461278,0.133974529,11.91541698,0.13311681,179021.9736,5.789195792,0.135775157,17,-95.1297,47.5444,N,1/1/2050,,
7948,1,Hoosier Energy Lawrence Co Station,IN,RFCW,simple cycle gas,460,10766.89468,10658.94187,11145.16281,42.72355341,20,0.017569656,0.018372024,6575.59,70798.685,6875.882813,74031.90609,0.021248,0.000600237,3.3759045,0.095366305,2.60739,0.095635927,54527.416,0.7685145,0.094462761,0.02221835,0.000600237,3.530243209,0.095370858,2.740202649,0.095635927,57304.8795,0.79004056,0.094462761,193,-86.4511,38.8003,N,1/1/2050,,
7948,2,Hoosier Energy Lawrence Co Station,IN,RFCW,simple cycle gas,460,10588.43354,10534.00528,10905.70976,43.44363105,13,0.015057459,0.015779297,5730.36,60675.536,6005.067264,63584.25561,0.0182055,0.000600094,2.569872,0.084708671,2.1835425,0.084757176,51524.664,0.3863295,0.08443556,0.019078252,0.000600094,2.693096742,0.084709547,2.295560337,0.084757176,54167.92899,0.397536405,0.08443556,202,-86.4511,38.8003,N,1/1/2050,,
7948,3,Hoosier Energy Lawrence Co Station,IN,RFCW,simple cycle gas,460,10590.48523,10546.90675,10818.66739,43.43521474,16,0.015498992,0.01618203,5897.25,62454.739,6157.140594,65207.1065,0.018736,0.000599986,2.7785455,0.088977892,2.336029,0.089461967,52223.958,0.4425165,0.086506885,0.019561692,0.000599986,2.90114136,0.088982368,2.443395237,0.089461967,54624.22352,0.457746123,0.086506885,201,-86.4511,38.8003,N,1/1/2050,,
7948,4,Hoosier Energy Lawrence Co Station,IN,RFCW,simple cycle gas,460,10710.69221,10630.6553,11056.82809,42.94773775,18,0.01486385,0.015562984,5592.11,59895.369,5855.139897,62712.60127,0.0179765,0.000600263,2.74678,0.091719278,2.214025,0.091709826,48283.267,0.532755,0.091758581,0.018822041,0.000600263,2.875972664,0.091719132,2.326798642,0.091709826,50742.62491,0.549174022,0.091758581,206,-86.4511,38.8003,N,1/1/2050,,
7948,5,Hoosier Energy Lawrence Co Station,IN,RFCW,simple cycle gas,460,9850.607362,9770.128272,10184.18984,46.69762819,2,0.013090948,0.013756705,5355.13,52751.283,5627.472219,55434.01927,0.0158335,0.000600308,2.4990685,0.094749108,2.0111905,0.095427734,42151.069,0.487878,0.092050594,0.016638734,0.000600308,2.626530762,0.094762415,2.123894206,0.095427734,44513.14344,0.502636556,0.092050594,216,-86.4511,38.8003,N,1/1/2050,,
7948,6,Hoosier Energy Lawrence Co Station,IN,RFCW,simple cycle gas,460,11145.67444,11085.93772,11387.71582,41.27161641,39,0.021123039,0.021831307,7636.81,85117.398,7892.876871,87971.43598,0.025541,0.000600136,4.285167,0.100688393,3.451047,0.101646995,67902.588,0.83412,0.096907256,0.026397405,0.000600136,4.42975962,0.100709044,3.586243349,0.101646995,70562.70303,0.843516271,0.096907256,186,-86.4511,38.8003,N,1/1/2050,,
7953,CT1,Evander Andrews Power Complex,ID,NWPP,simple cycle gas,2250,10453.8907,10534.3393,10364.60617,215.2308708,0,0.098254119,0.096795197,185250.52,1936588.689,182499.8348,1907833.326,0.581,0.000600024,36.689552,0.037890908,18.487155,0.036018342,1026541.131,18.202397,0.040003178,0.572373044,0.000600024,36.16380846,0.037910868,17.57917015,0.036018342,976123.2166,18.58463831,0.039893607,9,-115.7328,43.1794,N,1/1/2050,,
7953,CT2,Evander Andrews Power Complex,ID,NWPP,simple cycle gas,750,11991.38795,12027.49404,11744.70899,62.54488665,0,0.013532947,0.013223802,7414.61,88911.465,7245.231504,86880.38174,0.0266795,0.000600136,3.4879625,0.078459229,2.9342025,0.075436401,77792.749,0.55376,0.099608624,0.026070037,0.000600136,3.412412906,0.07855428,2.854288118,0.075436401,75674.02698,0.558124788,0.099608624,30,-115.7328,43.1794,N,1/1/2050,,
7953,CT3,Evander Andrews Power Complex,ID,NWPP,simple cycle gas,750,12329.27844,12325.80875,12364.40441,60.83081045,0,0.014157821,0.013831482,7544.39,93016.885,7370.491061,90872.83655,0.02791,0.000600106,3.934787,0.084603715,3.476941,0.082167103,84630.975,0.457846,0.109194113,0.027266672,0.000600106,3.844927715,0.084622157,3.394249651,0.082167103,82618.21451,0.450678064,0.109194113,29,-115.7328,43.1794,N,1/1/2050,,
7960,KCT1,Kemper County,MS,SRCE,oil,1278,12224.95093,12305.78174,12090.2939,104.5402969,0,0.129412747,0.043043251,118512.7,1448811.942,39417.84712,481881.2467,0.449068,0.000619912,24.6006155,0.033959708,14.4297265,0.031667059,911339.861,10.170889,0.037847134,0.149361999,0.000619912,8.195672396,0.03401532,4.730732983,0.031667059,298779.4356,3.464939413,0.037847134,2,-88.6057,32.7976,N,1/1/2050,,
7960,KCT2,Kemper County,MS,SRCE,oil,1278,11949.09417,12029.96785,11810.28987,106.953714,0,0.122992222,0.040966752,115233.2,1376932.358,38382.34552,458634.261,0.4412375,0.000640899,19.945458,0.028970861,11.115655,0.025380874,875907.974,8.829803,0.035246999,0.146969191,0.000640899,6.665353586,0.029066095,3.646266753,0.025380874,287323.97,3.019086833,0.035246999,3,-88.6057,32.7976,N,1/1/2050,,
7960,KCT3,Kemper County,MS,SRCE,oil,1278,12042.34382,12079.30128,11975.84769,106.12552,0,0.121823574,0.040337142,113254.45,1363849.026,37499.80973,451585.602,0.4269195,0.000626051,21.603131,0.031679652,12.948213,0.02945045,879321.917,8.654918,0.035725217,0.141357801,0.000626051,7.16071773,0.031713667,4.251249513,0.02945045,288705.2345,2.909468217,0.035725217,4,-88.6057,32.7976,N,1/1/2050,,
7960,KCT4,Kemper County,MS,SRCE,oil,1278,11956.6268,12088.13992,11761.85158,106.8863335,0,0.133235677,0.051865634,124751.8,1491610.715,48563.05248,580650.2947,0.4712385,0.000631852,21.8986835,0.029362465,11.835033,0.026294265,900198.824,10.0636505,0.034032628,0.183442483,0.000631852,8.74458982,0.030119988,3.859815189,0.026294265,293586.0925,4.884774631,0.034032628,1,-88.6057,32.7976,N,1/1/2050,,
7962,1,Warren F. Sam Beasley Pwr Station,DE,RFCE,simple cycle gas,500,8995.34211,8950.750339,9248.438708,55.58432285,413,0.090088967,0.112016993,43866,394589.677,54543.16486,490634.4277,0.1321845,0.000669985,4.412444,0.022364721,3.379183,0.02024556,333819.666,1.033261,0.034005622,0.164358751,0.000669985,5.412072456,0.022061527,4.311125286,0.02024556,425883.5355,1.10094717,0.034005622,28,-75.6246,39.2798,N,1/1/2050,,
7962,2,Warren F. Sam Beasley Pwr Station,DE,RFCE,simple cycle gas,500,9719.452855,9582.211244,10385.34201,51.44322499,464,0.088033745,0.1129428,39671.76,385587.801,50896.8426,494689.4621,0.141232,0.000732554,3.287656,0.017052697,1.875948,0.011903863,315183.075,1.411708,0.040102649,0.181193445,0.000732554,3.943910354,0.015944994,2.522384845,0.011903863,423792.6701,1.421525508,0.040101265,29,-75.6246,39.2798,N,1/1/2050,,
7964,CT1A,Peno Creek Energy Center,MO,SRGW,simple cycle gas,325,10582.728,10596.79239,10517.89677,30.71041794,46,0.045926363,0.04775574,12355.26,130752.356,12847.40482,135960.5907,0.036353,0.000556059,5.620048,0.085964768,4.5961975,0.085441918,107586.478,1.0238505,0.08839298,0.037801042,0.000556059,5.843876335,0.085964268,4.729246999,0.085441918,110700.8627,1.114629336,0.088253471,19,-91.2295,39.3531,N,1/1/2050,,
7964,CT1B,Peno Creek Energy Center,MO,SRGW,simple cycle gas,325,10913.86747,10935.20761,10816.40667,29.77862804,47,0.046348286,0.048214435,12090.45,131953.569,12577.25526,137266.4971,0.0417595,0.000632942,5.908599,0.089555729,4.7944615,0.088407729,108462.497,1.1141375,0.09485625,0.043440889,0.000632942,6.145977276,0.089548104,4.942398027,0.088407729,111809.1847,1.203579249,0.094556662,18,-91.2295,39.3531,N,1/1/2050,,
7964,CT2A,Peno Creek Energy Center,MO,SRGW,simple cycle gas,325,10679.5423,10676.7037,10696.83482,30.4320158,25,0.043596052,0.045528064,11622.03,124117.961,12137.07434,129618.3988,0.0414485,0.000667889,5.5547685,0.089507892,4.6769725,0.087757701,106588.309,0.877796,0.100149849,0.04328534,0.000667889,5.79951442,0.089485975,4.825154256,0.087757701,109965.3746,0.974360164,0.099156257,21,-91.2295,39.3531,N,1/1/2050,,
7964,CT2B,Peno Creek Energy Center,MO,SRGW,simple cycle gas,325,11088.11691,11076.14599,11156.38692,29.31065776,25,0.043246772,0.045148405,11104.1,123123.559,11592.36588,128537.5082,0.034681,0.000563353,5.17954,0.084135645,4.34427,0.083031097,104642,0.83527,0.090389561,0.036205982,0.000563353,5.405933091,0.084114484,4.452526622,0.083031097,107249.6163,0.953406469,0.089572653,22,-91.2295,39.3531,N,1/1/2050,,
7964,CT3A,Peno Creek Energy Center,MO,SRGW,simple cycle gas,325,10860.80537,10920.81164,10512.84025,29.92411604,35,0.040972054,0.042638463,10740.22,116647.439,11177.04443,121391.7041,0.0278995,0.000478356,5.0942935,0.087345141,4.313976,0.08624494,100040.095,0.7803175,0.093972582,0.029034224,0.000478356,5.301274132,0.087341621,4.441013661,0.08624494,102986.0687,0.860260471,0.093477943,26,-91.2295,39.3531,N,1/1/2050,,
7964,CT3B,Peno Creek Energy Center,MO,SRGW,simple cycle gas,325,10877.52759,10881.35395,10854.37548,29.87811314,35,0.041567018,0.043617298,10879.43,118341.3,11416.05449,124178.4477,0.0337145,0.000569784,5.153198,0.087090441,4.375335,0.086134853,101592.673,0.777863,0.092886778,0.035377457,0.000569784,5.40616229,0.087070863,4.556945402,0.086134853,105809.5584,0.849216889,0.092462519,25,-91.2295,39.3531,N,1/1/2050,,
7964,CT4A,Peno Creek Energy Center,MO,SRGW,simple cycle gas,325,11268.8099,11228.98891,11381.4758,28.84066755,37,0.028175508,0.029488757,7118.38,80215.671,7450.164859,83954.49151,0.0228715,0.00057025,3.8657165,0.096383075,2.736936,0.09268572,59058.418,1.1287805,0.106703881,0.023937532,0.00057025,4.041802258,0.096285551,2.725504409,0.09268572,58811.74374,1.316297848,0.104705966,27,-91.2295,39.3531,N,1/1/2050,,
7964,CT4B,Peno Creek Energy Center,MO,SRGW,simple cycle gas,325,10519.04207,10566.25912,10485.15673,30.89634947,39,0.012975924,0.013432459,3511.96,36942.455,3635.522247,38242.21147,0.0128465,0.000695487,1.6523115,0.089453259,0.649789,0.083821089,15504.189,1.0025225,0.093526454,0.013298482,0.000695487,1.710134296,0.089436998,0.521908755,0.083821089,12452.92238,1.188225541,0.092148763,32,-91.2295,39.3531,N,1/1/2050,,
7967,1,Lordsburg Generating Station,NM,AZNM,simple cycle gas,410,11339.8872,11327.59025,11350.54248,36.15556248,22,0.020303595,0.02016095,6430.61,72922.392,6385.431041,72410.0677,0.021882,0.000600145,3.603465,0.098830137,1.6439765,0.097228979,33816.595,1.9594885,0.100214733,0.021728266,0.000600145,3.577937813,0.098824319,1.639286115,0.097228979,33720.11379,1.938651698,0.100214733,65,-108.6975,32.3494,N,1/1/2050,,
7967,2,Lordsburg Generating Station,NM,AZNM,simple cycle gas,410,10965.23487,11198.51208,10750.76108,37.39089994,28,0.021435361,0.021455219,7021.03,76987.243,7027.534196,77058.56303,0.023102,0.000600151,4.132534,0.107356332,1.9708015,0.104658394,37661.604,2.1617325,0.109940108,0.023123401,0.000600151,4.138258676,0.10740555,1.935050666,0.104658394,36978.41304,2.20320801,0.109940108,63,-108.6975,32.3494,N,1/1/2050,,
7972,1,Sumpter Plant,MI,RFCM,simple cycle gas,1013.5,12669.87837,12907.72066,12338.83278,79.99287525,345,0.126430609,0.130904645,88594.68,1122483.82,91729.80535,1162205.477,0.336781,0.000600064,17.240891,0.03071918,9.6137345,0.028893742,665454.441,7.6271565,0.033377095,0.348698766,0.000600064,17.83953437,0.03069945,10.02782655,0.028893742,694117.5365,7.811707827,0.033377095,9,-83.5318,42.167,N,1/1/2050,,
7972,2,Sumpter Plant,MI,RFCM,simple cycle gas,1016.8,12691.08444,12902.62254,12379.48176,80.11923681,321,0.120031799,0.124043764,84243.66,1069143.403,87059.43513,1104878.643,0.3207775,0.000600064,17.8661435,0.033421417,9.985534,0.030846327,647437.471,7.8806095,0.037374905,0.331499224,0.000600064,18.44693944,0.033391793,10.39661494,0.030846327,674090.9486,8.050324501,0.037374905,13,-83.5318,42.167,N,1/1/2050,,
7972,3,Sumpter Plant,MI,RFCM,simple cycle gas,1023.4,12777.21921,12987.15,12419.62441,80.09567523,292,0.115686175,0.119705104,81169.83,1037124.711,83989.6634,1073154.34,0.3111735,0.00060007,18.714037,0.036088306,11.3061155,0.034043106,664223.501,7.4079215,0.039731282,0.321983642,0.00060007,19.35216432,0.036065948,11.77068875,0.034043106,691516.7361,7.581475573,0.039731282,14,-83.5318,42.167,N,1/1/2050,,
7972,4,Sumpter Plant,MI,RFCM,simple cycle gas,1022.3,12792.08282,13025.02645,12453.50398,79.91661828,349,0.1230356,0.127074729,86133.48,1101826.61,88961.15171,1137998.421,0.3305785,0.000600055,17.65084,0.032039233,9.643886,0.029020504,664625.68,8.006954,0.036628257,0.341431045,0.000600055,18.21304352,0.032008908,10.02630558,0.029020504,690980.8105,8.186737942,0.036628257,11,-83.5318,42.167,N,1/1/2050,,
7975,1,Pyramid Generating Station,NM,AZNM,simple cycle gas,500,9844.675449,9960.065411,9727.512667,50.78887593,0,0.024362492,0.022842775,10839.13,106707.717,10162.99183,100051.3561,0.0567705,0.001064037,5.777827,0.10829258,3.0541255,0.112303179,54390.722,2.7237015,0.10412301,0.053229192,0.001064037,5.435303058,0.108650263,3.109263061,0.112303179,55372.66323,2.326039997,0.10412301,59,-108.5494,32.2363,N,1/1/2050,,
7975,2,Pyramid Generating Station,NM,AZNM,simple cycle gas,500,9785.186277,9844.066536,9702.827033,51.09764759,0,0.021067886,0.021546139,9430.31,92277.34,9644.383393,94372.08803,0.0936645,0.002030065,5.524225,0.119730911,3.0707135,0.113452119,54132.325,2.4535115,0.128641265,0.095790737,0.002030065,5.657265516,0.11989277,3.083373962,0.113452119,54355.51099,2.573891554,0.128641265,64,-108.5494,32.2363,N,1/1/2050,,
7975,3,Pyramid Generating Station,NM,AZNM,simple cycle gas,500,10434.22465,10270.04942,10759.30612,47.91922896,0,0.00539802,0.005472108,2265.94,23643.327,2297.040291,23967.83442,0.070822,0.005990866,1.4416945,0.121953607,0.895472,0.115825887,15462.381,0.5462225,0.13353529,0.07179404,0.005990866,1.459607698,0.121797211,0.920020581,0.115825887,15886.26864,0.539587116,0.13353529,76,-108.5494,32.2363,N,1/1/2050,,
7975,4,Pyramid Generating Station,NM,AZNM,simple cycle gas,500,9959.277223,10055.98775,9623.250324,50.20444645,0,0.007153853,0.00719845,3146.2,31333.878,3165.812999,31529.20929,0.0187925,0.0011995,1.832119,0.116941733,1.459853,0.118844333,24567.482,0.372266,0.110033761,0.01890965,0.0011995,1.841303369,0.116799844,1.438781431,0.118844333,24212.87411,0.402521938,0.110033761,74,-108.5494,32.2363,N,1/1/2050,,
7981,1,Mill Creek Combustion Turbine Sta,SC,SRVC,simple cycle gas,1244,12189.98121,12223.3025,12115.5029,102.0510186,0,0.017310182,0.017208143,15474.73,188636.668,15383.51035,187524.7022,0.0565965,0.000600058,2.901038,0.030757944,1.9780045,0.030271428,130684.583,0.9230335,0.031855058,0.056262878,0.000600058,2.882882314,0.030746694,1.986507314,0.030271428,131246.3546,0.896375,0.031855058,86,-81.4306,35.1597,N,1/1/2050,,
7981,2,Mill Creek Combustion Turbine Sta,SC,SRVC,simple cycle gas,1244,12310.54705,12301.28382,12333.99666,101.0515613,0,0.017018393,0.016750108,15064.88,185456.914,14827.3909,182533.2933,0.055642,0.000600053,2.4613895,0.026544058,1.713743,0.025801331,132841.441,0.7476465,0.028419264,0.054764836,0.000600053,2.419973358,0.026515419,1.712487079,0.025801331,132744.0878,0.70748628,0.028419264,87,-81.4306,35.1597,N,1/1/2050,,
7981,3,Mill Creek Combustion Turbine Sta,SC,SRVC,simple cycle gas,1244,11970.22192,12047.79206,11845.1054,103.9245561,0,0.018802485,0.018440315,17117.39,204898.957,16787.67801,200952.2313,0.06147,0.000600003,3.426642,0.03344714,2.0852585,0.032760867,127301.79,1.3413835,0.034573002,0.060285976,0.000600003,3.359494049,0.033435748,2.065785564,0.032760867,126112.9975,1.293708485,0.034573002,85,-81.4306,35.1597,N,1/1/2050,,
7981,4,Mill Creek Combustion Turbine Sta,SC,SRVC,simple cycle gas,1244,12007.54558,12083.51631,11822.4488,103.6015222,0,0.01528945,0.015049162,13875.93,166615.862,13657.85721,163997.3431,0.0499855,0.000600009,2.6062395,0.03128441,1.8428315,0.031003744,118877.996,0.763408,0.031983332,0.049199933,0.000600009,2.564949186,0.031280375,1.824342762,0.031003744,117685.3182,0.740606424,0.031983332,90,-81.4306,35.1597,N,1/1/2050,,
7981,5,Mill Creek Combustion Turbine Sta,SC,SRVC,simple cycle gas,1243.900024,12325.95204,12390.93266,12233.85588,100.9171559,0,0.015741969,0.015439904,13916.44,171533.372,13649.40465,168241.9071,0.0514645,0.000600052,2.4488585,0.028552561,1.4061745,0.027816823,101102.452,1.042684,0.0296087,0.050476974,0.000600052,2.400802128,0.028539882,1.395748269,0.027816823,100352.8171,1.005053859,0.0296087,88,-81.4306,35.1597,N,1/1/2050,,
7981,6,Mill Creek Combustion Turbine Sta,SC,SRVC,simple cycle gas,1243.900024,12398.83891,12498.15514,12217.27102,100.323912,0,0.013273148,0.013009148,11664.94,144631.712,11432.92654,141755.0145,0.043394,0.000600062,2.1703805,0.030012512,1.3783105,0.029250734,94241.089,0.79207,0.031437198,0.042530902,0.000600062,2.126558986,0.030003298,1.359632796,0.029250734,92964.01308,0.76692619,0.031437198,91,-81.4306,35.1597,N,1/1/2050,,
